Cards,Move History,Outcome
"13, 3, 12, 3, 11, 1, 8, 2, 7, 4, 7, 3, 11, 3","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'folds'), (4, 'raises 125 to 225'), (5, 'calls 225'), (0, 'raises 775 to 1000'), (1, 'folds'), (4, 'raises 1743 to 2743'), (5, 'folds'), (0, 'calls 1743'), (0, 'checks'), (4, 'checks'), (0, 'checks'), (4, 'checks'), (0, 'checks'), (4, 'checks'), (4, 'shows [Ad Kh]')]",0
"12, 2, 7, 3","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'raises 125 to 225'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'folds')]",0
"4, 1, 7, 3","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'raises 125 to 225'), (2, 'raises 825 to 1050'), (3, 'folds'), (1, 'folds')]",0
"1, 2, 5, 3","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'folds')]",0
"9, 2, 3, 3, 8, 2, 13, 2, 3, 2, 10, 1","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'folds'), (1, 'raises 100 to 200'), (2, 'folds'), (3, 'folds'), (4, 'calls 150'), (5, 'calls 100'), (4, 'checks'), (5, 'checks'), (1, 'checks'), (4, 'bets 450'), (5, 'folds'), (1, 'folds')]",0
"13, 2, 9, 1","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'raises 125 to 225'), (5, 'folds'), (0, 'raises 1000 to 1225'), (4, 'folds')]",1
"11, 2, 4, 2","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'raises 125 to 225'), (0, 'folds'), (1, 'folds')]",0
"6, 2, 6, 4, 10, 2, 13, 1, 11, 4","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'raises 150 to 250'), (1, 'folds'), (2, 'calls 150'), (2, 'checks'), (0, 'bets 550'), (2, 'folds')]",1
"1, 3, 4, 3, 2, 3, 5, 4, 6, 1","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'raises 125 to 225'), (0, 'calls 225'), (1, 'folds'), (2, 'folds'), (3, 'calls 125'), (3, 'checks'), (5, 'bets 362'), (0, 'raises 1449 to 1811'), (3, 'folds'), (5, 'folds')]",1
"12, 3, 10, 1","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'raises 125 to 225'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'folds')]",0
"2, 2, 10, 4","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'folds')]",0
"11, 2, 6, 1","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'raises 110 to 210'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'folds')]",0
"11, 1, 10, 3, 9, 4, 11, 3, 3, 3","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'raises 110 to 210'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'calls 110'), (1, 'checks'), (2, 'bets 470'), (1, 'raises 630 to 1100'), (2, 'folds')]",0
"10, 2, 9, 4","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'folds'), (5, 'raises 125 to 225'), (0, 'folds'), (1, 'folds'), (2, 'folds')]",0
"10, 2, 12, 2, 13, 4, 11, 4, 4, 2, 9, 2","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'raises 125 to 225'), (0, 'calls 225'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (5, 'bets 300'), (0, 'calls 300'), (5, 'checks'), (0, 'bets 300'), (5, 'folds')]",1
"6, 1, 6, 3","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (0, 'raises 100 to 200'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'folds')]",1
"6, 2, 11, 4, 12, 4, 5, 4, 12, 1","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'folds'), (1, 'folds'), (2, 'raises 110 to 210'), (3, 'folds'), (4, 'calls 160'), (5, 'calls 110'), (4, 'bets 315'), (5, 'folds'), (2, 'folds')]",0
"10, 3, 11, 3","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'folds')]",1
"2, 3, 11, 3, 5, 4, 6, 4, 7, 2, 7, 3, 4, 2","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'raises 105 to 205'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'calls 105'), (1, 'checks'), (3, 'checks'), (1, 'bets 230'), (3, 'calls 230'), (1, 'checks'), (3, 'bets 575'), (1, 'folds')]",0
"9, 2, 13, 3, 8, 2, 11, 4, 4, 4, 4, 3, 4, 2","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'raises 150 to 250'), (1, 'calls 200'), (2, 'folds'), (1, 'checks'), (0, 'checks'), (1, 'checks'), (0, 'bets 300'), (1, 'calls 300'), (1, 'checks'), (0, 'bets 1200'), (1, 'calls 1200'), (1, 'shows [As Qc]')]",0
"13, 3, 12, 1","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'folds'), (0, 'raises 100 to 200'), (1, 'folds'), (2, 'folds'), (3, 'folds')]",1
"7, 3, 6, 2, 1, 4, 5, 1, 11, 3, 8, 1, 9, 3","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'raises 150 to 250'), (4, 'calls 150'), (3, 'checks'), (4, 'checks'), (3, 'checks'), (4, 'checks'), (3, 'checks'), (4, 'checks'), (4, 'shows [Qd 5s]')]",0
"1, 1, 2, 2","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'folds')]",0
"12, 2, 4, 4, 11, 3, 13, 4, 4, 3, 4, 1, 4, 2","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (3, 'raises 110 to 210'), (4, 'calls 210'), (5, 'folds'), (0, 'folds'), (3, 'checks'), (4, 'checks'), (3, 'checks'), (4, 'checks'), (3, 'checks'), (4, 'bets 285'), (3, 'folds')]",0
"9, 2, 12, 1","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'raises 125 to 225'), (0, 'folds'), (1, 'folds')]",0
"11, 2, 12, 4, 9, 3, 6, 2, 2, 3, 3, 4, 1, 1","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'folds'), (5, 'raises 125 to 225'), (0, 'raises 450 to 675'), (1, 'folds'), (2, 'folds'), (5, 'calls 450'), (5, 'checks'), (0, 'bets 375'), (5, 'calls 375'), (5, 'checks'), (0, 'bets 2250'), (5, 'calls 2250'), (5, 'checks'), (0, 'bets 5062'), (5, 'raises 1638 to 6700 and is all-in'), (0, 'folds')]",0
"9, 4, 8, 2","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (0, 'folds'), (4, 'raises 110 to 210'), (5, 'folds'), (1, 'raises 890 to 1100'), (2, 'folds'), (4, 'folds')]",0
"12, 2, 7, 1, 10, 2, 3, 2, 12, 1, 6, 1","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (0, 'folds'), (4, 'folds'), (5, 'folds'), (1, 'folds'), (2, 'calls 50'), (3, 'checks'), (2, 'bets 100'), (3, 'calls 100'), (2, 'bets 300'), (3, 'folds')]",0
"12, 1, 5, 3","[(3, 'posts small blind 50'), (0, 'posts big blind 100'), (4, 'folds'), (5, 'folds'), (1, 'raises 115 to 215'), (2, 'folds'), (3, 'folds'), (0, 'folds')]",0
"8, 2, 2, 1","[(0, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'raises 125 to 225'), (0, 'folds'), (4, 'folds')]",0
"1, 4, 10, 3, 2, 1, 8, 1, 8, 4, 12, 4, 4, 3","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (1, 'folds'), (2, 'raises 125 to 225'), (3, 'folds'), (0, 'raises 450 to 675'), (4, 'folds'), (5, 'folds'), (2, 'calls 450'), (2, 'checks'), (0, 'bets 750'), (2, 'calls 750'), (2, 'checks'), (0, 'bets 2250'), (2, 'calls 2250'), (2, 'checks'), (0, 'checks'), (2, 'shows [Th Qh]')]",0
"2, 4, 1, 1, 4, 2, 2, 2, 9, 2, 8, 3, 3, 4","[(5, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'folds'), (0, 'folds'), (4, 'folds'), (5, 'calls 50'), (1, 'checks'), (5, 'checks'), (1, 'bets 100'), (5, 'calls 100'), (5, 'checks'), (1, 'bets 400'), (5, 'calls 400'), (5, 'checks'), (1, 'bets 775'), (5, 'folds')]",0
"9, 3, 11, 4, 1, 4, 11, 1, 1, 1","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (0, 'folds'), (4, 'raises 110 to 210'), (5, 'folds'), (1, 'folds'), (2, 'calls 110'), (2, 'checks'), (4, 'bets 140'), (2, 'folds')]",0
"7, 2, 2, 4","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (0, 'folds'), (4, 'folds'), (5, 'folds'), (1, 'folds'), (2, 'folds')]",0
"3, 4, 4, 2","[(3, 'posts small blind 50'), (0, 'posts big blind 100'), (4, 'raises 100 to 200'), (5, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (0, 'folds')]",0
"13, 1, 12, 3","[(0, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'raises 125 to 225'), (0, 'raises 1100 to 1325'), (4, 'folds'), (3, 'folds')]",1
"8, 2, 9, 3, 10, 4, 5, 2, 3, 2, 12, 1","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (1, 'folds'), (2, 'raises 150 to 250'), (3, 'folds'), (0, 'folds'), (4, 'folds'), (5, 'calls 150'), (5, 'checks'), (2, 'checks'), (5, 'checks'), (2, 'bets 275'), (5, 'folds')]",0
"5, 3, 11, 4, 9, 3, 6, 4, 3, 2","[(5, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'folds'), (0, 'folds'), (4, 'folds'), (5, 'calls 50'), (1, 'raises 275 to 375'), (5, 'calls 275'), (5, 'checks'), (1, 'bets 500'), (5, 'folds')]",0
"8, 4, 1, 1, 3, 2, 12, 2, 8, 3, 13, 3, 7, 1","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'raises 125 to 225'), (0, 'folds'), (4, 'folds'), (5, 'raises 475 to 700'), (1, 'folds'), (2, 'folds'), (3, 'calls 475'), (3, 'checks'), (5, 'bets 500'), (3, 'calls 500'), (3, 'checks'), (5, 'checks'), (3, 'checks'), (5, 'checks'), (3, 'shows [Js Qs]'), (5, 'shows [Qh Jh]')]",0
"6, 3, 3, 3, 4, 4, 10, 3, 10, 4, 13, 4, 10, 2","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (0, 'folds'), (4, 'folds'), (5, 'folds'), (1, 'raises 125 to 225'), (2, 'calls 175'), (3, 'calls 125'), (2, 'checks'), (3, 'checks'), (1, 'checks'), (2, 'checks'), (3, 'checks'), (1, 'checks'), (2, 'bets 675'), (3, 'folds'), (1, 'folds')]",0
"7, 3, 3, 1","[(3, 'posts small blind 50'), (0, 'posts big blind 100'), (4, 'folds'), (5, 'folds'), (1, 'folds'), (2, 'raises 175 to 275'), (3, 'folds'), (0, 'folds')]",0
"11, 1, 12, 2, 12, 1, 10, 4, 11, 2, 11, 4, 11, 3","[(0, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (1, 'folds'), (2, 'raises 150 to 250'), (3, 'folds'), (0, 'folds'), (4, 'calls 150'), (4, 'checks'), (2, 'checks'), (4, 'checks'), (2, 'checks'), (4, 'checks'), (2, 'checks'), (4, 'shows [4s 4c]')]",0
"12, 1, 3, 1","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (3, 'raises 125 to 225'), (0, 'folds'), (4, 'folds'), (5, 'folds')]",0
"2, 1, 5, 3","[(5, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'folds'), (0, 'folds'), (4, 'raises 125 to 225'), (5, 'folds'), (1, 'raises 975 to 1200'), (4, 'folds')]",0
"6, 2, 11, 4, 9, 4, 12, 3, 13, 4","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (0, 'folds'), (4, 'raises 110 to 210'), (5, 'folds'), (1, 'folds'), (2, 'calls 110'), (2, 'checks'), (4, 'bets 140'), (2, 'folds')]",0
"10, 4, 3, 4, 10, 2, 4, 4, 9, 2","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (0, 'folds'), (4, 'raises 100 to 200'), (5, 'folds'), (1, 'folds'), (2, 'calls 150'), (3, 'calls 100'), (2, 'checks'), (3, 'checks'), (4, 'bets 360'), (2, 'folds'), (3, 'folds')]",0
"2, 3, 2, 2, 12, 4, 5, 4, 9, 3","[(3, 'posts small blind 50'), (0, 'posts big blind 100'), (4, 'folds'), (5, 'folds'), (1, 'folds'), (2, 'raises 175 to 275'), (3, 'folds'), (0, 'calls 175'), (0, 'checks'), (2, 'bets 400'), (0, 'folds')]",0
"11, 2, 8, 3","[(0, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'raises 110 to 210'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (0, 'folds'), (4, 'folds')]",0
"5, 1, 10, 3, 4, 1, 3, 1, 1, 1, 4, 2, 9, 3","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (1, 'raises 100 to 200'), (2, 'folds'), (3, 'folds'), (0, 'folds'), (4, 'folds'), (5, 'calls 100'), (5, 'checks'), (1, 'checks'), (5, 'checks'), (1, 'checks'), (5, 'bets 150'), (1, 'folds')]",0
"1, 1, 8, 3, 3, 1, 4, 2, 4, 1","[(5, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'folds'), (0, 'raises 150 to 250'), (4, 'folds'), (5, 'folds'), (1, 'calls 150'), (1, 'checks'), (0, 'bets 275'), (1, 'folds')]",1
"11, 1, 12, 4, 3, 4, 10, 2, 10, 1, 7, 2, 3, 3","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'raises 125 to 225'), (0, 'folds'), (4, 'folds'), (5, 'folds'), (1, 'folds'), (2, 'calls 125'), (2, 'checks'), (3, 'checks'), (2, 'checks'), (3, 'checks'), (2, 'checks'), (3, 'checks'), (3, 'shows [Jd Ad]')]",0
"11, 2, 3, 3, 5, 1, 12, 1, 1, 2, 4, 4, 11, 3","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (0, 'folds'), (4, 'folds'), (5, 'raises 110 to 210'), (1, 'folds'), (2, 'folds'), (3, 'calls 110'), (3, 'checks'), (5, 'checks'), (3, 'checks'), (5, 'checks'), (3, 'bets 180'), (5, 'folds')]",0
"6, 2, 9, 4, 8, 3, 9, 2, 4, 4","[(3, 'posts small blind 50'), (0, 'posts big blind 100'), (4, 'folds'), (5, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'calls 50'), (0, 'checks'), (3, 'checks'), (0, 'bets 100'), (3, 'folds')]",1
"9, 4, 5, 4","[(0, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (1, 'folds'), (2, 'raises 150 to 250'), (3, 'folds'), (0, 'folds'), (4, 'folds')]",0
"5, 2, 5, 3, 12, 4, 1, 3, 11, 4, 4, 1, 10, 1","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (1, 'raises 100 to 200'), (2, 'folds'), (3, 'folds'), (0, 'raises 550 to 750'), (4, 'folds'), (5, 'folds'), (1, 'calls 550'), (1, 'checks'), (0, 'checks'), (1, 'checks'), (0, 'checks'), (1, 'bets 1000'), (0, 'folds')]",0
"3, 3, 4, 4, 13, 4, 1, 1, 3, 4","[(5, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'folds'), (0, 'folds'), (4, 'folds'), (5, 'calls 50'), (1, 'checks'), (5, 'bets 100'), (1, 'folds')]",0
"8, 1, 2, 2, 1, 4, 12, 2, 8, 4, 9, 2","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'raises 125 to 225'), (0, 'folds'), (4, 'folds'), (5, 'folds'), (1, 'folds'), (2, 'calls 125'), (2, 'checks'), (3, 'bets 250'), (2, 'calls 250'), (2, 'checks'), (3, 'bets 850'), (2, 'folds')]",0
"8, 3, 6, 4","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (0, 'folds'), (4, 'folds'), (5, 'raises 110 to 210'), (1, 'folds'), (2, 'folds'), (3, 'folds')]",0
"10, 4, 3, 4, 12, 4, 6, 4, 1, 4, 5, 3, 5, 2","[(3, 'posts small blind 50'), (0, 'posts big blind 100'), (4, 'folds'), (5, 'folds'), (1, 'raises 110 to 210'), (2, 'folds'), (3, 'folds'), (0, 'calls 110'), (0, 'checks'), (1, 'checks'), (0, 'bets 470'), (1, 'calls 470'), (0, 'bets 1410'), (1, 'calls 1410'), (0, 'shows [Ts 3s]')]",1
"12, 4, 6, 3, 13, 4, 1, 4, 2, 4, 6, 1","[(0, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'raises 110 to 210'), (1, 'calls 210'), (2, 'folds'), (3, 'folds'), (0, 'folds'), (4, 'folds'), (5, 'checks'), (1, 'checks'), (5, 'bets 350'), (1, 'folds')]",0
"4, 2, 8, 3","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (3, 'raises 125 to 225'), (0, 'folds'), (4, 'folds'), (5, 'folds')]",0
"1, 4, 2, 1","[(5, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'raises 125 to 225'), (0, 'folds'), (4, 'folds'), (5, 'folds'), (1, 'folds')]",0
"10, 1, 13, 2","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (0, 'folds'), (4, 'folds'), (5, 'folds'), (1, 'folds')]",0
"7, 4, 4, 1, 12, 2, 10, 2, 13, 4, 13, 1, 12, 1","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (0, 'folds'), (4, 'folds'), (5, 'folds'), (1, 'raises 125 to 225'), (2, 'folds'), (3, 'calls 125'), (3, 'checks'), (1, 'bets 350'), (3, 'calls 350'), (3, 'checks'), (1, 'checks'), (3, 'bets 1200'), (1, 'folds')]",0
"8, 3, 3, 1","[(3, 'posts small blind 50'), (0, 'posts big blind 100'), (4, 'raises 100 to 200'), (5, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (0, 'folds')]",0
"13, 4, 3, 2, 11, 4, 6, 3, 13, 2, 4, 4, 8, 2","[(0, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (1, 'folds'), (2, 'raises 150 to 250'), (3, 'folds'), (0, 'folds'), (4, 'calls 150'), (4, 'checks'), (2, 'checks'), (4, 'bets 1000'), (2, 'calls 1000'), (4, 'bets 8750 and is all-in'), (2, 'calls 8750 and is all-in'), (2, 'shows [Jh Jd]')]",0
"7, 1, 7, 4","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (0, 'raises 100 to 200'), (4, 'folds'), (5, 'folds')]",1
"1, 4, 8, 1","[(5, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'folds'), (0, 'raises 125 to 225'), (4, 'folds'), (5, 'folds'), (1, 'folds')]",1
"3, 3, 10, 3","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (0, 'folds'), (4, 'folds'), (5, 'raises 150 to 250'), (1, 'raises 950 to 1200'), (2, 'folds'), (5, 'folds')]",0
"1, 3, 9, 3, 1, 2, 4, 4, 10, 3","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (0, 'raises 100 to 200'), (4, 'folds'), (5, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'calls 100'), (3, 'checks'), (0, 'bets 225'), (3, 'folds')]",1
"13, 3, 8, 1, 12, 2, 3, 1, 11, 3, 2, 2, 5, 1","[(3, 'posts small blind 50'), (0, 'posts big blind 100'), (4, 'folds'), (5, 'folds'), (1, 'raises 110 to 210'), (2, 'folds'), (3, 'folds'), (0, 'calls 110'), (0, 'checks'), (1, 'checks'), (0, 'checks'), (1, 'checks'), (0, 'bets 940'), (1, 'folds')]",1
"9, 3, 1, 1, 12, 3, 3, 1, 3, 2, 7, 2, 11, 4","[(0, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'raises 125 to 225'), (0, 'folds'), (4, 'calls 125'), (4, 'checks'), (3, 'checks'), (4, 'checks'), (3, 'checks'), (4, 'bets 150'), (3, 'calls 150'), (4, 'shows [6s 6d]')]",0
"2, 4, 5, 4","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (3, 'raises 125 to 225'), (0, 'folds'), (4, 'calls 175'), (5, 'raises 1025 to 1250'), (3, 'folds'), (4, 'folds')]",0
"6, 1, 13, 3, 4, 2, 1, 2, 13, 2, 2, 2, 9, 1","[(5, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'folds'), (0, 'folds'), (4, 'folds'), (5, 'raises 200 to 300'), (1, 'calls 200'), (5, 'bets 100'), (1, 'calls 100'), (5, 'bets 200'), (1, 'calls 200'), (5, 'checks'), (1, 'checks'), (1, 'shows [Ac Jh]')]",0
"3, 2, 1, 3, 2, 1, 10, 1, 7, 1, 3, 4","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (0, 'folds'), (4, 'folds'), (5, 'folds'), (1, 'raises 150 to 250'), (2, 'calls 150'), (1, 'bets 150'), (2, 'calls 150'), (1, 'bets 600'), (2, 'folds')]",0
"3, 2, 5, 4","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (0, 'folds'), (4, 'folds'), (5, 'raises 110 to 210'), (1, 'folds'), (2, 'folds'), (3, 'raises 715 to 925'), (5, 'folds')]",0
"3, 1, 3, 4, 6, 1, 9, 3, 13, 3, 12, 2","[(3, 'posts small blind 50'), (0, 'posts big blind 100'), (4, 'folds'), (5, 'folds'), (1, 'raises 110 to 210'), (2, 'calls 210'), (3, 'calls 160'), (0, 'calls 110'), (3, 'checks'), (0, 'checks'), (1, 'checks'), (2, 'checks'), (3, 'checks'), (0, 'checks'), (1, 'bets 750'), (2, 'folds'), (3, 'folds'), (0, 'folds')]",0
"1, 3, 5, 2","[(0, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (0, 'raises 100 to 200'), (4, 'folds')]",1
"12, 4, 10, 2, 3, 3, 11, 1, 4, 2, 13, 3, 11, 4","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (0, 'raises 100 to 200'), (4, 'folds'), (5, 'calls 100'), (5, 'checks'), (0, 'checks'), (5, 'checks'), (0, 'checks'), (5, 'bets 450'), (0, 'folds')]",0
"10, 1, 5, 3","[(5, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'folds'), (0, 'folds'), (4, 'folds'), (5, 'folds')]",0
"8, 3, 12, 4","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (0, 'folds'), (4, 'raises 110 to 210'), (5, 'folds'), (1, 'folds'), (2, 'folds')]",0
"2, 1, 2, 2, 10, 4, 11, 4, 10, 3","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (0, 'folds'), (4, 'folds'), (5, 'folds'), (1, 'folds'), (2, 'raises 200 to 300'), (3, 'calls 200'), (2, 'checks'), (3, 'bets 250'), (2, 'folds')]",0
"3, 3, 4, 1","[(3, 'posts small blind 50'), (0, 'posts big blind 100'), (4, 'folds'), (5, 'raises 110 to 210'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (0, 'folds')]",0
"11, 1, 9, 4, 5, 1, 4, 2, 10, 4, 8, 3, 6, 4","[(0, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'raises 125 to 225'), (0, 'folds'), (4, 'calls 125'), (4, 'checks'), (3, 'checks'), (4, 'bets 800'), (3, 'calls 800'), (4, 'bets 630'), (3, 'calls 630'), (4, 'shows [9d 7c]')]",0
"3, 1, 1, 3, 10, 3, 11, 1, 8, 3, 4, 4","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (1, 'raises 100 to 200'), (2, 'folds'), (3, 'folds'), (0, 'folds'), (4, 'folds'), (5, 'calls 100'), (5, 'checks'), (1, 'checks'), (5, 'checks'), (1, 'bets 175'), (5, 'folds')]",0
"1, 3, 5, 4","[(5, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'folds'), (0, 'folds'), (4, 'folds'), (5, 'raises 200 to 300'), (1, 'folds')]",0
"5, 1, 10, 2","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (0, 'folds'), (4, 'raises 110 to 210'), (5, 'raises 440 to 650'), (1, 'folds'), (2, 'folds'), (4, 'folds')]",0
"8, 3, 11, 4, 6, 3, 10, 3, 8, 1, 9, 4, 1, 2","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (0, 'folds'), (4, 'folds'), (5, 'folds'), (1, 'folds'), (2, 'calls 50'), (3, 'checks'), (2, 'checks'), (3, 'checks'), (2, 'checks'), (3, 'bets 150'), (2, 'calls 150'), (2, 'checks'), (3, 'bets 375'), (2, 'calls 375'), (2, 'shows [7h 7s]')]",0
"2, 1, 10, 3","[(3, 'posts small blind 50'), (0, 'posts big blind 100'), (4, 'folds'), (5, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'raises 200 to 300'), (0, 'folds')]",0
"8, 2, 3, 3","[(0, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'raises 125 to 225'), (0, 'folds'), (4, 'folds')]",0
"13, 1, 11, 2","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (1, 'folds'), (2, 'raises 150 to 250'), (3, 'folds'), (0, 'folds'), (4, 'folds'), (5, 'folds')]",0
"1, 3, 5, 4","[(5, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'folds'), (0, 'folds'), (4, 'folds'), (5, 'raises 200 to 300'), (1, 'folds')]",0
"5, 4, 9, 3","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (0, 'folds'), (4, 'folds'), (5, 'raises 150 to 250'), (1, 'raises 950 to 1200'), (2, 'folds'), (5, 'folds')]",0
