Cards,Move History,Outcome
"6, 1, 2, 3","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (0, 'folds'), (1, 'raises 125 to 225'), (2, 'folds'), (3, 'folds'), (4, 'raises 1075 to 1300'), (1, 'raises 1500 to 2800'), (4, 'raises 7200 to 10000 and is all-in'), (1, 'folds')]",0
"4, 3, 3, 3, 6, 2, 12, 3, 13, 4","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'raises 150 to 250'), (4, 'folds'), (5, 'calls 150'), (5, 'checks'), (3, 'bets 275'), (5, 'folds')]",0
"7, 1, 3, 3, 9, 4, 11, 4, 11, 3, 9, 3, 1, 3","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (3, 'raises 125 to 225'), (4, 'raises 575 to 800'), (5, 'folds'), (0, 'folds'), (3, 'calls 575'), (3, 'checks'), (4, 'bets 700'), (3, 'calls 700'), (3, 'checks'), (4, 'checks'), (3, 'checks'), (4, 'checks'), (4, 'shows [Tc Td]')]",0
"9, 3, 10, 3, 8, 4, 9, 2, 5, 1, 5, 2","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'raises 125 to 225'), (4, 'folds'), (5, 'raises 650 to 875'), (0, 'folds'), (1, 'folds'), (3, 'calls 650'), (3, 'checks'), (5, 'checks'), (3, 'bets 650'), (5, 'folds')]",0
"4, 4, 1, 2","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'raises 187 to 287'), (1, 'folds'), (2, 'raises 1113 to 1400'), (0, 'folds')]",0
"1, 2, 8, 3","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'folds'), (0, 'raises 150 to 250'), (1, 'folds'), (2, 'folds'), (3, 'folds')]",1
"10, 1, 13, 4, 10, 4, 7, 2, 4, 2, 8, 4, 2, 1","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (0, 'folds'), (1, 'raises 125 to 225'), (2, 'folds'), (3, 'raises 725 to 950'), (4, 'folds'), (1, 'calls 725'), (3, 'bets 700'), (1, 'calls 700'), (3, 'bets 2250'), (1, 'calls 2250'), (3, 'bets 6100 and is all-in'), (1, 'folds')]",0
"2, 1, 13, 2, 11, 1, 2, 4, 5, 2, 1, 2, 5, 4","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'folds'), (1, 'folds'), (2, 'raises 110 to 210'), (3, 'calls 210'), (4, 'folds'), (5, 'folds'), (2, 'checks'), (3, 'bets 200'), (2, 'calls 200'), (2, 'checks'), (3, 'checks'), (2, 'checks'), (3, 'checks'), (2, 'shows [Qd Jc]')]",0
"4, 4, 9, 1","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'folds')]",1
"6, 4, 5, 3, 9, 4, 2, 4, 9, 2","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'raises 125 to 225'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'calls 125'), (1, 'checks'), (3, 'bets 150'), (1, 'folds')]",0
"3, 4, 9, 3, 4, 3, 5, 4, 2, 1, 9, 4, 4, 1","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'calls 50'), (2, 'raises 200 to 300'), (1, 'calls 200'), (1, 'checks'), (2, 'bets 190'), (1, 'calls 190'), (1, 'checks'), (2, 'bets 1350'), (1, 'calls 1350'), (1, 'checks'), (2, 'checks'), (1, 'shows [3h 3c]')]",0
"13, 1, 6, 4","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'folds')]",0
"5, 3, 8, 4, 9, 3, 6, 2, 11, 1","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'raises 200 to 300'), (4, 'calls 200'), (3, 'bets 450'), (4, 'folds')]",0
"8, 2, 6, 3, 12, 3, 4, 3, 2, 4, 5, 3","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'folds'), (1, 'folds'), (2, 'raises 110 to 210'), (3, 'folds'), (4, 'calls 160'), (5, 'folds'), (4, 'checks'), (2, 'checks'), (4, 'checks'), (2, 'bets 160'), (4, 'folds')]",0
"8, 1, 13, 2, 1, 4, 10, 3, 5, 4, 2, 3","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'raises 122 to 222'), (5, 'folds'), (0, 'calls 122'), (0, 'checks'), (4, 'checks'), (0, 'checks'), (4, 'bets 750'), (0, 'folds')]",0
"5, 1, 2, 2","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'folds')]",0
"3, 1, 2, 1","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'folds')]",0
"10, 2, 6, 1","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'folds')]",0
"3, 4, 10, 3","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'raises 150 to 250'), (3, 'raises 800 to 1050'), (4, 'folds'), (2, 'raises 1250 to 2300'), (3, 'raises 7700 to 10000 and is all-in'), (2, 'folds')]",0
"10, 4, 1, 3","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'raises 125 to 225'), (1, 'raises 535 to 760'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'folds')]",0
"12, 4, 5, 1","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'folds')]",1
"12, 3, 4, 4, 1, 2, 2, 3, 12, 4, 8, 3","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'raises 125 to 225'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'calls 125'), (1, 'checks'), (3, 'bets 250'), (1, 'raises 700 to 950'), (3, 'calls 700'), (1, 'checks'), (3, 'bets 600'), (1, 'folds')]",0
"6, 4, 3, 4","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'folds')]",0
"8, 1, 6, 2","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'folds')]",0
"2, 1, 3, 3","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'raises 200 to 300'), (4, 'folds')]",0
"13, 3, 7, 1, 1, 3, 7, 4, 9, 4, 10, 2, 3, 3","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'raises 150 to 250'), (4, 'folds'), (5, 'calls 150'), (5, 'checks'), (3, 'bets 275'), (5, 'raises 725 to 1000'), (3, 'calls 725'), (5, 'bets 1555'), (3, 'calls 1555'), (5, 'bets 7195 and is all-in'), (3, 'folds')]",0
"2, 2, 10, 1","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'folds')]",1
"11, 3, 2, 1, 3, 2, 6, 1, 5, 1, 1, 4, 12, 3","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'raises 125 to 225'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'calls 125'), (1, 'checks'), (3, 'checks'), (1, 'checks'), (3, 'checks'), (1, 'checks'), (3, 'bets 250'), (1, 'folds')]",0
"5, 2, 9, 3","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'folds')]",0
"5, 4, 11, 1","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'folds')]",0
"1, 2, 4, 2, 8, 4, 4, 4, 10, 2, 2, 4, 9, 4","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'raises 150 to 250'), (0, 'calls 250'), (1, 'raises 625 to 875'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'calls 625'), (0, 'folds'), (5, 'checks'), (1, 'checks'), (5, 'checks'), (1, 'checks'), (5, 'bets 755'), (1, 'raises 1230 to 1985'), (5, 'folds')]",0
"9, 4, 6, 1","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'folds'), (1, 'folds'), (2, 'raises 110 to 210'), (3, 'folds'), (4, 'folds'), (5, 'folds')]",0
"13, 4, 2, 1","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'raises 110 to 210'), (3, 'raises 427 to 637'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (2, 'folds')]",0
"9, 3, 11, 2, 8, 3, 12, 1, 7, 2, 8, 2, 6, 3","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'calls 50'), (1, 'checks'), (0, 'checks'), (1, 'bets 150'), (0, 'calls 150'), (0, 'checks'), (1, 'checks'), (0, 'bets 750'), (1, 'folds')]",1
"6, 3, 1, 2","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'raises 100 to 200'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'folds')]",0
"5, 1, 12, 4","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'raises 125 to 225'), (2, 'folds'), (3, 'raises 775 to 1000'), (1, 'folds')]",0
"7, 2, 13, 3","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (0, 'folds'), (1, 'raises 125 to 225'), (2, 'folds'), (3, 'raises 725 to 950'), (4, 'folds'), (1, 'folds')]",0
"9, 1, 5, 1, 5, 3, 8, 4, 10, 2, 7, 2, 8, 1","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'folds'), (1, 'raises 125 to 225'), (2, 'folds'), (3, 'folds'), (4, 'raises 925 to 1150'), (5, 'folds'), (1, 'raises 1375 to 2525'), (4, 'calls 1375'), (4, 'checks'), (1, 'bets 2000'), (4, 'calls 2000'), (4, 'checks'), (1, 'bets 5475 and is all-in'), (4, 'calls 5475 and is all-in'), (4, 'shows [Ah Ad]')]",0
"11, 4, 7, 3","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'raises 122 to 222'), (5, 'folds'), (0, 'folds')]",0
"9, 4, 8, 2, 3, 2, 12, 4, 11, 2, 8, 4, 2, 4","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'folds'), (4, 'raises 100 to 200'), (5, 'folds'), (0, 'folds'), (1, 'calls 100'), (1, 'checks'), (4, 'checks'), (1, 'checks'), (4, 'bets 550'), (1, 'calls 550'), (1, 'checks'), (4, 'bets 2700'), (1, 'folds')]",0
"2, 1, 10, 2","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'folds')]",0
"5, 4, 4, 2","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'folds')]",0
"7, 3, 8, 2, 6, 2, 10, 3, 9, 1, 1, 3, 6, 3","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'raises 150 to 250'), (0, 'folds'), (1, 'calls 250'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'checks'), (1, 'bets 300'), (5, 'calls 300'), (5, 'checks'), (1, 'bets 1950'), (5, 'calls 1950'), (5, 'checks'), (1, 'bets 3950'), (5, 'calls 3950'), (1, 'shows [Ts Td]')]",0
"13, 3, 2, 2","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'folds'), (1, 'folds'), (2, 'raises 110 to 210'), (3, 'raises 540 to 750'), (4, 'folds'), (5, 'folds'), (2, 'folds')]",0
"9, 1, 6, 1, 7, 3, 13, 4, 1, 4","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (3, 'raises 125 to 225'), (4, 'folds'), (5, 'folds'), (0, 'calls 125'), (0, 'checks'), (3, 'bets 250'), (0, 'folds')]",0
"1, 1, 4, 1, 6, 4, 9, 2, 11, 3, 13, 1, 8, 2","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'raises 110 to 210'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'calls 160'), (1, 'calls 110'), (0, 'checks'), (1, 'checks'), (2, 'checks'), (0, 'checks'), (1, 'checks'), (2, 'checks'), (0, 'checks'), (1, 'bets 472'), (2, 'folds'), (0, 'folds')]",0
"9, 3, 3, 1, 7, 1, 9, 1, 1, 4, 10, 4, 6, 1","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'calls 50'), (2, 'checks'), (1, 'checks'), (2, 'checks'), (1, 'checks'), (2, 'checks'), (1, 'checks'), (2, 'checks'), (1, 'shows [3d 7d]')]",0
"13, 2, 5, 2, 13, 1, 1, 2, 12, 2, 11, 4, 8, 3","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'raises 150 to 250'), (0, 'folds'), (1, 'calls 250'), (2, 'folds'), (3, 'folds'), (5, 'checks'), (1, 'checks'), (5, 'checks'), (1, 'checks'), (5, 'bets 375'), (1, 'folds')]",0
"3, 3, 10, 4, 9, 3, 5, 4, 2, 2","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'raises 150 to 250'), (3, 'folds'), (4, 'calls 150'), (4, 'checks'), (2, 'bets 750'), (4, 'folds')]",0
"13, 2, 4, 3, 11, 3, 12, 2, 5, 1, 4, 2, 6, 3","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'folds'), (1, 'folds'), (2, 'raises 110 to 210'), (3, 'raises 540 to 750'), (4, 'folds'), (5, 'folds'), (2, 'calls 540'), (2, 'checks'), (3, 'checks'), (2, 'bets 500'), (3, 'calls 500'), (2, 'checks'), (3, 'checks'), (2, 'shows [9s Js]')]",0
"5, 1, 9, 3","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'raises 200 to 300'), (0, 'folds')]",0
"6, 4, 5, 1","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'raises 150 to 250'), (0, 'folds'), (1, 'raises 850 to 1100'), (5, 'folds')]",0
"6, 1, 5, 2, 8, 1, 2, 4, 8, 4","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'calls 50'), (2, 'raises 200 to 300'), (1, 'calls 200'), (1, 'checks'), (2, 'bets 300'), (1, 'folds')]",0
"6, 2, 12, 4, 7, 1, 3, 4, 5, 4, 4, 3, 1, 1","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'raises 100 to 200'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'calls 100'), (3, 'checks'), (4, 'checks'), (3, 'bets 150'), (4, 'calls 150'), (3, 'checks'), (4, 'checks'), (4, 'shows [Ad Tc]')]",0
"1, 2, 13, 1, 6, 3, 10, 3, 11, 3","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'calls 100'), (0, 'raises 175 to 275'), (1, 'raises 825 to 1100'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'raises 1175 to 2275'), (1, 'calls 1175'), (0, 'bets 1200'), (1, 'folds')]",1
"8, 3, 2, 1","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'raises 187 to 287'), (4, 'folds'), (5, 'folds')]",0
"4, 1, 9, 4","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'raises 125 to 225'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'folds')]",0
"1, 1, 5, 3","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'raises 125 to 225'), (4, 'folds'), (5, 'raises 650 to 875'), (0, 'folds'), (1, 'folds'), (3, 'folds')]",0
"4, 4, 11, 2, 5, 4, 9, 1, 3, 2","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'raises 200 to 300'), (2, 'calls 200'), (1, 'bets 450'), (2, 'raises 750 to 1200'), (1, 'folds')]",0
"8, 4, 5, 3","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'calls 50'), (3, 'raises 250 to 350'), (2, 'folds')]",0
"5, 2, 3, 2","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (0, 'folds'), (1, 'raises 125 to 225'), (2, 'folds'), (3, 'raises 725 to 950'), (4, 'folds'), (1, 'folds')]",0
"7, 1, 4, 2, 4, 1, 9, 2, 13, 1, 9, 4","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'folds'), (1, 'raises 125 to 225'), (2, 'folds'), (3, 'calls 225'), (4, 'folds'), (5, 'calls 125'), (5, 'checks'), (1, 'checks'), (3, 'bets 362'), (5, 'calls 362'), (1, 'folds'), (5, 'bets 1000'), (3, 'folds')]",0
"1, 3, 4, 3, 9, 1, 2, 1, 13, 3","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (3, 'raises 125 to 225'), (4, 'folds'), (5, 'folds'), (0, 'calls 125'), (0, 'checks'), (3, 'bets 250'), (0, 'folds')]",0
"6, 3, 13, 4","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'calls 50'), (1, 'raises 250 to 350'), (0, 'folds')]",0
"6, 1, 5, 1, 7, 3, 12, 2, 6, 3, 7, 2, 5, 3","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'raises 125 to 225'), (1, 'folds'), (2, 'calls 125'), (2, 'checks'), (0, 'checks'), (2, 'bets 350'), (0, 'calls 350'), (2, 'bets 1650'), (0, 'folds')]",0
"7, 1, 3, 4","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'folds')]",0
"13, 1, 6, 1","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'raises 150 to 250'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'folds')]",0
"10, 3, 8, 2","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'raises 187 to 287'), (4, 'folds'), (5, 'folds')]",0
"5, 2, 2, 1","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (3, 'raises 125 to 225'), (4, 'folds'), (5, 'folds'), (0, 'folds')]",0
"5, 1, 4, 1","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'raises 150 to 250'), (0, 'raises 750 to 1000'), (1, 'folds'), (5, 'folds')]",1
"8, 4, 10, 1","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'raises 100 to 200'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'folds')]",0
"8, 4, 2, 4, 1, 2, 11, 2, 3, 2","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'calls 50'), (3, 'checks'), (2, 'bets 100'), (3, 'folds')]",0
"9, 2, 4, 1, 4, 3, 2, 4, 12, 4, 10, 2, 3, 3","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'raises 200 to 300'), (4, 'raises 600 to 900'), (3, 'calls 600'), (3, 'checks'), (4, 'bets 450'), (3, 'calls 450'), (3, 'checks'), (4, 'checks'), (3, 'checks'), (4, 'checks'), (4, 'shows [5d 4d]')]",0
"9, 2, 8, 1, 3, 3, 6, 4, 11, 3, 6, 1, 7, 3","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'raises 187 to 287'), (4, 'calls 237'), (5, 'folds'), (4, 'checks'), (3, 'bets 337'), (4, 'calls 337'), (4, 'checks'), (3, 'bets 674'), (4, 'calls 674'), (4, 'checks'), (3, 'bets 1625'), (4, 'raises 7077 to 8702 and is all-in'), (3, 'folds')]",0
"2, 2, 1, 4, 2, 3, 5, 4, 13, 1, 11, 1, 7, 2","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'raises 122 to 222'), (5, 'folds'), (0, 'calls 122'), (0, 'checks'), (4, 'bets 150'), (0, 'calls 150'), (0, 'checks'), (4, 'checks'), (0, 'checks'), (4, 'bets 397'), (0, 'calls 397'), (4, 'shows [9d Jc]')]",0
"12, 4, 7, 3, 1, 1, 5, 1, 10, 4, 3, 3, 4, 1","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'calls 50'), (1, 'checks'), (0, 'bets 100'), (1, 'calls 100'), (0, 'checks'), (1, 'checks'), (0, 'checks'), (1, 'checks'), (1, 'shows [Td 6d]')]",0
"4, 2, 9, 2, 13, 4, 1, 2, 2, 3","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'raises 125 to 225'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'calls 175'), (2, 'raises 1075 to 1300'), (3, 'calls 1075'), (1, 'folds'), (2, 'bets 750'), (3, 'folds')]",0
"5, 3, 7, 2, 1, 2, 7, 1, 3, 4, 13, 4","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'calls 50'), (3, 'raises 250 to 350'), (2, 'calls 250'), (2, 'checks'), (3, 'checks'), (2, 'checks'), (3, 'bets 350'), (2, 'folds')]",0
"3, 3, 11, 4, 9, 2, 11, 3, 12, 3","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'raises 200 to 300'), (4, 'calls 200'), (3, 'bets 450'), (4, 'folds')]",0
"9, 4, 10, 4","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'raises 100 to 200'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'folds'), (5, 'folds')]",1
"10, 1, 1, 1, 3, 4, 4, 1, 4, 3, 6, 4","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (3, 'raises 125 to 225'), (4, 'folds'), (5, 'folds'), (0, 'calls 125'), (0, 'checks'), (3, 'checks'), (0, 'bets 250'), (3, 'raises 500 to 750'), (0, 'folds')]",0
"9, 4, 2, 2","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'raises 125 to 225'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'folds')]",0
"13, 2, 12, 1, 6, 4, 13, 4, 9, 1, 11, 3","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'raises 125 to 225'), (1, 'folds'), (2, 'calls 125'), (2, 'checks'), (0, 'bets 500'), (2, 'calls 500'), (2, 'checks'), (0, 'bets 2250'), (2, 'folds')]",1
"1, 1, 10, 3, 12, 3, 9, 4, 5, 3, 5, 1, 10, 1","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'folds'), (0, 'raises 125 to 225'), (1, 'folds'), (2, 'calls 175'), (3, 'folds'), (2, 'checks'), (0, 'checks'), (2, 'checks'), (0, 'bets 275'), (2, 'calls 275'), (2, 'checks'), (0, 'checks'), (0, 'shows [Ah Tc]')]",1
"9, 2, 4, 1, 5, 1, 6, 1, 6, 3, 9, 1, 4, 4","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'raises 150 to 250'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'calls 150'), (4, 'checks'), (5, 'checks'), (4, 'bets 165'), (5, 'calls 165'), (4, 'checks'), (5, 'checks'), (4, 'shows [As 5s]')]",0
"7, 3, 3, 2, 8, 4, 11, 2, 6, 2","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'folds'), (1, 'raises 125 to 225'), (2, 'folds'), (3, 'calls 225'), (4, 'folds'), (5, 'folds'), (1, 'checks'), (3, 'bets 300'), (1, 'folds')]",0
"6, 3, 9, 3, 3, 4, 9, 1, 12, 1, 6, 1, 4, 1","[(5, 'posts small blind 50'), (0, 'posts big blind 100'), (1, 'folds'), (2, 'folds'), (3, 'folds'), (4, 'raises 122 to 222'), (5, 'folds'), (0, 'calls 122'), (0, 'checks'), (4, 'bets 450'), (0, 'calls 450'), (0, 'checks'), (4, 'bets 560'), (0, 'calls 560'), (0, 'checks'), (4, 'bets 3000'), (0, 'folds')]",0
"13, 4, 10, 4, 1, 4, 4, 3, 7, 1","[(0, 'posts small blind 50'), (1, 'posts big blind 100'), (2, 'folds'), (3, 'raises 125 to 225'), (4, 'folds'), (5, 'folds'), (0, 'calls 175'), (1, 'folds'), (0, 'checks'), (3, 'bets 275'), (0, 'folds')]",0
"7, 3, 2, 3","[(1, 'posts small blind 50'), (2, 'posts big blind 100'), (3, 'folds'), (4, 'folds'), (5, 'folds'), (0, 'folds'), (1, 'folds')]",0
"1, 1, 3, 2, 6, 4, 9, 2, 2, 2, 2, 3","[(2, 'posts small blind 50'), (3, 'posts big blind 100'), (4, 'folds'), (5, 'raises 150 to 250'), (0, 'folds'), (1, 'folds'), (2, 'folds'), (3, 'calls 150'), (3, 'checks'), (5, 'bets 250'), (3, 'calls 250'), (3, 'checks'), (5, 'bets 1500'), (3, 'folds')]",0
"7, 1, 13, 2","[(3, 'posts small blind 50'), (4, 'posts big blind 100'), (5, 'folds'), (0, 'folds'), (1, 'raises 125 to 225'), (2, 'folds'), (3, 'folds'), (4, 'folds')]",0
"9, 1, 7, 3","[(4, 'posts small blind 50'), (5, 'posts big blind 100'), (0, 'folds'), (1, 'folds'), (2, 'raises 110 to 210'), (3, 'folds'), (4, 'folds'), (5, 'folds')]",0
